광역시도,시군구,읍면동,경도,위도
경상남도,진주시,초전동,128.116690765916,35.2049512248816
경상남도,진주시,강남동,128.085567540702,35.1872443476107
경상남도,진주시,호탄동,128.124425429284,35.164119375069
경상남도,진주시,남성동,128.077292975207,35.1888324269465
경상남도,진주시,봉래동,128.084012824607,35.2007885893759
경상남도,창원시 마산회원구,양덕동,128.586214297803,35.2322986880556
경상남도,창원시 마산회원구,합성동,128.575091448879,35.2439797546624
경상남도,창원시 마산회원구,구암동,128.593521145713,35.2493801388606
경상남도,창원시 마산회원구,회원동,128.574189789752,35.2182414223567
경상남도,창원시 마산합포구,상남동,128.573981518795,35.2133702442789
경상남도,창원시 마산합포구,동성동,128.085207746254,35.1918910723898
경상남도,창원시 마산합포구,신포동1가,128.571332955968,35.1976510111191
경상남도,창원시 마산합포구,월포동,128.566266861359,35.190892464531
경상남도,창원시 마산합포구,신포동2가,128.572970950568,35.2015158823511
경상남도,창원시 마산합포구,남성동,128.077292975207,35.1888324269465
경상남도,창원시 마산합포구,중성동,128.574679062173,35.2085485662527
경상남도,창원시 마산합포구,성호동,128.569876783403,35.2093860054481
경상남도,창원시 마산합포구,창동,128.574423113711,35.2064393947131
경상남도,사천시,벌리동,128.083414694863,34.9396100720326
경상남도,사천시,송포동,128.056941390222,34.9643236231054
경상남도,창원시 의창구,봉곡동,128.071849687825,35.1936864686366
경상남도,거제시,수월동,128.660316338499,34.8893472207249
경상남도,거제시,옥포동,128.692660586757,34.8909775549882
경상남도,거제시,양정동,128.6509488725,34.8711862473911
대전광역시,동구,가양동,127.441416938884,36.347019755256
대전광역시,동구,판암동,127.457667993794,36.3173568237101
대전광역시,동구,신흥동,127.445401889362,36.3222118390575
대전광역시,동구,가오동,127.459560061295,36.3080818514056
대전광역시,동구,소제동,127.437765680729,36.3347483765342
대전광역시,유성구,지족동,127.31102533917,36.3802222170795
대전광역시,유성구,봉명동,127.345907414374,36.3549114724545
대전광역시,서구,갈마동,127.367840159016,36.3526615199213
대전광역시,서구,월평동,127.357608933166,36.3546931857663
대전광역시,중구,선화동,127.418794838885,36.3305087346124
서울특별시,구로구,개봉동,126.857746551058,37.4930115322775
서울특별시,구로구,고척동,126.863557123957,37.5013977406623
서울특별시,구로구,구로동,126.882642231121,37.4957707378732
서울특별시,구로구,오류동,126.835492478188,37.4889461307052
서울특별시,구로구,궁동,126.827457184485,37.5018731116131
서울특별시,구로구,온수동,126.820586087352,37.4941466665876
서울특별시,구로구,천왕동,126.83999317372,37.4802774110978
서울특별시,금천구,독산동,126.899392976389,37.4681432491736
서울특별시,금천구,시흥동,126.908452220723,37.4476688042388
서울특별시,마포구,망원동,126.901347294861,37.5567856576915
서울특별시,마포구,성산동,126.909284812172,37.5628827605388
서울특별시,마포구,동교동,126.922261659865,37.557208530833
서울특별시,양천구,목동,126.870989288343,37.5304364108361
서울특별시,양천구,신정동,126.930332866478,37.5431615999641
서울특별시,양천구,신월동,126.831535864977,37.5328158189362
서울특별시,영등포구,대림동,126.902006335554,37.4925087229048
서울특별시,영등포구,신길동,126.91406973946,37.5041663202169
서울특별시,영등포구,영등포동1가,126.913185328453,37.5178393128914
서울특별시,영등포구,여의도동,126.930167091136,37.5267849150832
서울특별시,영등포구,문래동3가,126.896816819326,37.5165971793935
서울특별시,영등포구,당산동4가,126.899075891843,37.5290653986881
서울특별시,영등포구,당산동5가,126.901203325782,37.5320981652415
서울특별시,영등포구,영등포동7가,126.907114627945,37.5240155727984
서울특별시,영등포구,당산동,126.902165652703,37.5402584246454
서울특별시,영등포구,양평동4가,126.896766179375,37.5369309404221
서울특별시,영등포구,영등포동8가,126.905253942411,37.5283028633871
서울특별시,영등포구,당산동3가,126.89671357564,37.5258485828122
서울특별시,영등포구,당산동1가,126.898547402403,37.5216623144433
서울특별시,영등포구,영등포동3가,126.90787737105,37.5182713776918
서울특별시,영등포구,당산동2가,126.893736304951,37.5224653819519
서울특별시,영등포구,문래동5가,126.8844154127,37.5162865616224
서울특별시,은평구,갈현동,126.914367182376,37.6198652831794
서울특별시,은평구,신사동,127.02277448907,37.5239850298543
서울특별시,은평구,불광동,126.937059476367,37.6176523268171
서울특별시,강서구,화곡동,126.848952280488,37.5362848031695
서울특별시,강서구,방화동,126.811820803059,37.571309073515
서울특별시,강서구,등촌동,126.843670821456,37.562237476114
서울특별시,강서구,마곡동,126.830205192607,37.5747859514344
서울특별시,강서구,내발산동,126.83326640676,37.5543737621718
서울특별시,강서구,가양동,126.84732341674,37.5693673262879
서울특별시,도봉구,방학동,127.026875382235,37.665897548954
서울특별시,도봉구,도봉동,127.021495626589,37.6873960128039
서울특별시,도봉구,창동,127.045432300312,37.6522582058481
서울특별시,도봉구,쌍문동,127.029190894368,37.6513191127048
서울특별시,성북구,정릉동,126.995482832879,37.6185808255471
서울특별시,성북구,길음동,127.023343590916,37.6076658267475
서울특별시,성북구,동소문동1가,127.007210212424,37.5900265113417
서울특별시,강북구,수유동,127.022094520762,37.6424621841483
서울특별시,노원구,상계동,127.060252770712,37.66125057554
서울특별시,노원구,공릉동,127.073821318894,37.6248431089169
서울특별시,노원구,중계동,127.077488598779,37.6525550467648
서울특별시,노원구,월계동,127.062987742987,37.6199191869585
서울특별시,노원구,하계동,127.072685646642,37.6404885286244
서울특별시,동작구,신대방동,126.914941920386,37.4930124961568
서울특별시,동작구,노량진동,126.940393261193,37.510705811037
서울특별시,동작구,상도동,126.939014238644,37.4985163075707
서울특별시,동작구,사당동,126.9731356614,37.483932674151
서울특별시,동작구,상도1동,126.94974984805,37.50324263284
서울특별시,서대문구,홍은동,126.933218715152,37.5908908122789
서울특별시,서대문구,남가좌동,126.919548350676,37.5755473825403
서울특별시,서대문구,충정로3가,126.961983963838,37.5620789699491
서울특별시,관악구,봉천동,126.952165181187,37.482538491727
서울특별시,송파구,송파동,127.109579159297,37.5060929206302
서울특별시,송파구,문정동,127.118267660547,37.4847415034154
서울특별시,송파구,방이동,127.123923689605,37.5110126423951
서울특별시,송파구,가락동,127.105729381413,37.496542166563
서울특별시,송파구,잠실동,127.088282780728,37.5119564733933
서울특별시,강남구,삼성동,127.062831022499,37.514322572329
서울특별시,강남구,논현동,127.030154778539,37.5126451506882
서울특별시,강남구,대치동,127.056693501258,37.4932421505467
서울특별시,강남구,역삼동,127.03306536185,37.4953666908089
서울특별시,강남구,도곡동,127.038482017226,37.4909537197218
서울특별시,강남구,개포동,127.057440206035,37.4819251305595
서울특별시,강남구,자곡동,127.092180565565,37.473390398797
서울특별시,서초구,반포동,127.013359062646,37.5051446767402
서울특별시,서초구,서초동,127.01953478052,37.4900861966504
서울특별시,서초구,양재동,127.037463917199,37.4720040276214
서울특별시,서초구,방배동,126.994486969319,37.483413014657
서울특별시,용산구,동빙고동,126.995112936884,37.5244123976897
서울특별시,용산구,서계동,126.966999743181,37.5529659898692
서울특별시,용산구,청파동1가,126.967458773793,37.5487674651522
서울특별시,용산구,동자동,126.972396006945,37.5520519606978
서울특별시,용산구,청파동2가,126.964798233694,37.5465142049804
서울특별시,용산구,갈월동,126.972162579372,37.5467756584414
서울특별시,동대문구,장안동,127.071439570463,37.5696967138507
서울특별시,강동구,성내동,127.130026914568,37.5292748071427
서울특별시,강동구,천호동,127.12866892591,37.542221863425
서울특별시,강동구,암사동,127.13168588897,37.5591140475276
서울특별시,강동구,고덕동,127.155939319817,37.5641661222506
서울특별시,강동구,명일동,127.150304746486,37.5494403330957
서울특별시,중랑구,묵동,127.079182031593,37.6123807746798
서울특별시,중랑구,중화동,127.077320262185,37.5994618167452
서울특별시,중랑구,신내동,127.09936528756,37.6058747809887
서울특별시,중구,만리동1가,126.967288060049,37.5561628100871
서울특별시,중구,만리동2가,126.963956968884,37.5545760844191
전라남도,순천시,조례동,127.53052047668,34.9600665563215
전라남도,순천시,연향동,127.520737029013,34.9414395581836
전라남도,순천시,왕지동,127.540887751706,34.9761986951295
전라남도,나주시,중앙동,126.720674002636,35.0334903657375
전라남도,나주시,대호동,126.714793033402,35.0481438362419
전라남도,나주시,금계동,126.714600724878,35.0303214214792
전라남도,나주시,남내동,126.719685098673,35.0304053828114
전라남도,나주시,금성동,126.717155254023,35.0293250732517
전라남도,나주시,죽림동,126.724526007329,35.0312024679244
전라남도,나주시,삼도동,126.730679340788,35.0261397322922
전라남도,나주시,서내동,126.714043018267,35.033132398187
전라남도,나주시,과원동,126.716458419529,35.0343711467011
전라남도,여수시,소호동,127.640627580869,34.7390566391592
전라남도,여수시,웅천동,127.685634754807,34.7466177088277
전라남도,여수시,신기동,127.673390911413,34.7584835251092
전라남도,여수시,안산동,127.650167224753,34.7552673543936
전라남도,여수시,학동,127.662412431808,34.7612659650466
전라남도,여수시,화장동,127.643225968706,34.7727985593384
전라남도,여수시,교동,126.711637014065,35.031734981884
전라남도,여수시,덕충동,127.741274487447,34.7576132560783
전라남도,광양시,중동,127.692602226428,34.9413564618825
전라남도,광양시,마동,127.710461836413,34.9509700665956
전라남도,광양시,도이동,127.665207811398,34.9339957235591
전라북도,전주시완산구,효자동2가,127.100853510251,35.8020195968507
전라북도,전주시완산구,효자동3가,127.09559496887,35.8268338138848
전라북도,전주시완산구,중화산동2가,127.120911196089,35.8179714562947
전라북도,전주시완산구,효자동1가,127.115628145167,35.80704255088
전라북도,군산시,지곡동,126.708923265447,35.9510392476853
전라북도,군산시,나운동,126.694808063136,35.9668010503244
전라북도,군산시,산북동,126.657641232508,35.9599162805105
전라북도,군산시,장재동,126.719082074652,35.9781906493898
전라북도,군산시,문화동,126.704646400244,35.9744320866959
전라북도,군산시,중앙로1가,126.712073933987,35.9869087859903
전라북도,군산시,미장동,126.728508309344,35.9634861679785
전라북도,군산시,대명동,126.721949853471,35.9786912052845
전라북도,군산시,경장동,126.732279457745,35.9694680306721
전라북도,군산시,죽성동,126.717071700761,35.9859978138695
전라북도,군산시,미룡동,126.687608774337,35.9481918292365
전라북도,군산시,신창동,126.710069827215,35.986691268884
전라북도,군산시,영동,126.715871505436,35.9854830775484
전라북도,군산시,장미동,126.716171700899,35.9883569166557
전라북도,군산시,미원동,126.715911459527,35.979286294232
전라북도,군산시,명산동,126.710213518931,35.9837860427638
전라북도,군산시,동흥남동,126.720078377922,35.974876436868
전라북도,군산시,해망동,126.689373785442,35.9910843435141
전라북도,군산시,금동,126.707343369807,35.9911042899304
전라북도,군산시,영화동,126.711192148605,35.9890948579195
전라북도,군산시,신영동,126.719540079812,35.9853763514918
전라북도,군산시,서흥남동,126.711756791005,35.9728812302365
전라북도,군산시,중앙로3가,126.718651054327,35.9809185744366
전라북도,군산시,금광동,126.706225178151,35.9816278047816
전라북도,군산시,중앙로2가,126.716833988412,35.983008765505
전라북도,군산시,오식도동,126.561859969497,35.9631736996083
전라북도,군산시,비응도동,126.531495027585,35.9464943683661
전라북도,군산시,둔율동,126.715117975717,35.9816384341311
전라북도,군산시,평화동,126.718417867964,35.9841336268076
전라북도,군산시,개복동,126.713838119588,35.9847824934176
전라북도,군산시,중동,126.7245840626,35.9838775699746
전라북도,군산시,금암동,126.720863061733,35.9875568144572
전라북도,군산시,사정동,126.752300486341,35.9599867606943
전라북도,군산시,오룡동,126.707957917786,35.9784164350083
전라북도,군산시,내흥동,126.762300215337,35.9996612963397
전라북도,군산시,창성동,126.713289189441,35.9832599021726
전라북도,익산시,모현동1가,126.94169159517,35.9472503497313
전라북도,익산시,부송동,126.992328167067,35.968010815478
전라북도,익산시,영등동,126.972488823628,35.952365990178
전라북도,정읍시,상동,126.869149959471,35.5621238188604
제주특별자치도,서귀포시,서귀동,126.562475820762,33.2493503649128
제주특별자치도,서귀포시,강정동,126.495791784346,33.2649196223104
제주특별자치도,서귀포시,토평동,126.585156345365,33.2820201719857
제주특별자치도,서귀포시,하효동,126.618338420041,33.2566103527058
제주특별자치도,서귀포시,법환동,126.514144783946,33.2431480688709
제주특별자치도,서귀포시,대포동,126.454451699705,33.302605916065
제주특별자치도,서귀포시,서호동,126.517346819897,33.2641864864094
제주특별자치도,서귀포시,대정읍,126.251812381529,33.2266707415341
제주특별자치도,서귀포시,보목동,126.600264473689,33.2457159537011
제주특별자치도,서귀포시,상효동,126.570554553982,33.3219846174529
제주특별자치도,서귀포시,도순동,126.478818022109,33.2929549819585
제주특별자치도,서귀포시,색달동,126.408364083646,33.2789963105341
제주특별자치도,서귀포시,하원동,126.4660226653,33.2785360586219
제주특별자치도,서귀포시,호근동,126.532760043118,33.2615116284173
제주특별자치도,서귀포시,신효동,126.610744837919,33.2681998176307
제주특별자치도,서귀포시,회수동,126.44362916096,33.2619201583592
제주특별자치도,서귀포시,월평동,126.464023616354,33.2437969255396
제주특별자치도,서귀포시,하예동,126.378717518735,33.2412109273802
제주특별자치도,제주시,삼도이동,126.522210779322,33.5117364098824
제주특별자치도,제주시,아라일동,126.56389619775,33.3926047439596
제주특별자치도,제주시,월평동,126.464023616354,33.2437969255396
제주특별자치도,제주시,이도이동,126.535290947589,33.4970469392194
제주특별자치도,제주시,도두일동,126.474247107518,33.5010079784134
제주특별자치도,제주시,용담이동,126.511681792485,33.5114717601179
제주특별자치도,제주시,도련일동,126.589288767792,33.5056080947029
제주특별자치도,제주시,오라이동,126.524086997422,33.4063684541311
제주특별자치도,제주시,외도일동,126.43001950894,33.4828888435507
제주특별자치도,제주시,도두이동,126.48516680067,33.5041156314452
제주특별자치도,제주시,일도이동,126.53828689587,33.5116314761204
제주특별자치도,제주시,도남동,126.524475879506,33.4848632453976
충청남도,서산시,동문동,126.4591361147,36.7898042277767
충청남도,서산시,석림동,126.468516268967,36.7696113012047
충청남도,서산시,읍내동,126.634861472641,36.8937973347674
충청남도,서산시,예천동,126.440996344548,36.7662123625007
충청남도,서산시,잠홍동,126.481921613349,36.7848630746635
충청남도,보령시,명천동,126.617704955837,36.3350828707903
충청남도,보령시,죽정동,126.603726927276,36.363586553843
충청남도,보령시,동대동,126.614088116396,36.3502650734235
충청남도,천안시동남구,청당동,127.153125861974,36.7797831544624
충청남도,천안시동남구,원성동,127.164029620036,36.8121257623792
충청남도,천안시동남구,용곡동,127.139033402085,36.7872076209503
충청남도,천안시서북구,쌍용동,127.13266945539,36.8025374125687
충청남도,아산시,용화동,126.996115605145,36.7689132492994
충청남도,아산시,온천동,127.001447395349,36.7831617570687
충청남도,아산시,풍기동,127.021416403907,36.7714633493816
충청남도,아산시,모종동,127.022463612267,36.7826730425956
충청남도,논산시,지산동,127.10878546279,36.2038111152286
충청남도,논산시,대교동,127.088520172956,36.2109112680846
충청남도,논산시,강산동,127.083951777753,36.1900426921732
충청남도,논산시,반월동,127.085444758853,36.205279187699
충청남도,논산시,내동,127.102607132355,36.1831501570603
충청북도,제천시,명동,128.206752048265,37.1351328412955
충청북도,제천시,의림동,128.207405399184,37.1419702332387
충청북도,제천시,장락동,128.229830780997,37.1451166113981
충청북도,제천시,영천동,128.203380970842,37.1269246945313
충청북도,제천시,강제동,128.21653346571,37.1196472468106
충청북도,제천시,모산동,128.18210110254,37.1946457627035
충청북도,제천시,중앙로1가,128.211502982876,37.1372251661151
충청북도,제천시,중앙로2가,128.21187458003,37.13935494981
충청북도,제천시,하소동,128.194711645253,37.1400698044032
충청북도,제천시,고암동,128.239118467799,37.1652491465227
충청북도,제천시,신월동,128.192009539979,37.1678227590341
충청북도,제천시,천남동,128.184468182944,37.1318653163081
충청북도,제천시,동현동,128.220215134891,37.1325550781157
충청북도,제천시,남천동,128.214061507381,37.1353537249823
충청북도,제천시,왕암동,128.168115951252,37.147157355713
충청북도,제천시,서부동,128.202650495056,37.1362269067788
충청북도,제천시,두학동,128.268849199883,37.1315795020786
충청북도,충주시,교현동,127.928995131343,36.9815462471911
충청북도,충주시,호암동,127.93360366927,36.9476412616632
충청북도,충주시,성내동,127.935731447784,36.9710699646069
충청북도,충주시,성서동,127.931964666241,36.9712293450214
충청북도,충주시,칠금동,127.908585550329,36.984573166093
충청북도,충주시,금릉동,127.913660250301,36.993789823258
충청북도,충주시,안림동,127.964292189221,36.9761432058338
충청북도,충주시,성남동,127.935742612003,36.9683126530872
경상북도,안동시,정하동,128.727677774494,36.5419008712241
경상북도,안동시,금곡동,128.720496969428,36.5685562928484
경상북도,안동시,삼산동,128.731086760658,36.5655737270036
경상북도,안동시,옥야동,128.721970095034,36.5600437177292
경상북도,안동시,천리동,128.726805391093,36.56291472547
경상북도,안동시,광석동,128.721812542729,36.5658269995039
경상북도,안동시,정상동,128.747683415273,36.5450764355005
경상북도,안동시,동부동,129.212275988512,35.8459144808708
경상북도,안동시,율세동,128.736253153749,36.5702307722078
경상북도,안동시,남부동,128.730947329058,36.5637304465041
경상북도,안동시,송현동,128.701386888913,36.5803638163839
경상북도,안동시,법상동,128.726009748023,36.5723329857344
경상북도,안동시,법흥동,128.744961301208,36.5670401070424
경상북도,안동시,남문동,128.728701055669,36.5641775197701
경상북도,안동시,당북동,128.718331295217,36.5605503494347
경상북도,안동시,서부동,129.208650716248,35.8460821166969
경상북도,안동시,북문동,128.731337140765,36.5673829581311
경상북도,안동시,성곡동,128.765217933806,36.5658119603902
경상북도,안동시,운흥동,128.730527010874,36.5605108678244
경상북도,안동시,안흥동,128.725356113211,36.5618328534112
경상북도,안동시,운안동,128.710549970103,36.5733704063912
경상북도,안동시,목성동,128.727935378756,36.5669097280974
경상북도,안동시,상아동,128.747210868584,36.578637577453
경상북도,안동시,송천동,128.797911308867,36.5475803909193
경상북도,안동시,대석동,128.725527340835,36.5661156683009
경상북도,구미시,인의동,128.43301292967,36.1057240608068
경상북도,구미시,오태동,128.368013169051,36.0736139615008
경상북도,구미시,진평동,128.423531404144,36.0935204220628
경상북도,구미시,원평동,128.330120333505,36.1283686839148
경상북도,구미시,황상동,128.434570994666,36.1178778754276
경상북도,구미시,상모동,128.343607760456,36.0875586443912
경상북도,경주시,노동동,129.211732899305,35.842140095773
경상북도,경주시,노서동,129.205171488006,35.840494685165
경상북도,경주시,동부동,129.212275988512,35.8459144808708
경상북도,경주시,인왕동,129.222790082269,35.8364216009968
경상북도,경주시,충효동,129.171151275302,35.8462324039394
경상북도,경주시,석장동,129.186811903556,35.8603650669076
경상북도,경주시,사정동,128.718766776936,35.8146395259741
경상북도,경주시,시래동,129.293874315847,35.7687510718684
경상북도,경주시,구정동,129.298938279753,35.7856550788662
경상북도,경주시,진현동,129.34241433637,35.7869996891655
경상북도,경주시,성동동,129.218509751892,35.8476952941161
경상북도,경주시,구황동,129.238532046353,35.8371384365594
경상북도,경주시,마동,129.321297632146,35.7891393835636
경상북도,영주시,휴천동,128.629888428889,36.8184871176095
경상북도,영주시,영주동,128.619909442624,36.8265379565041
경상북도,영천시,망정동,128.955327272515,35.9851739589936
경상북도,영천시,야사동,128.945265110636,35.9808502364972
경상북도,영천시,조교동,128.960070597949,35.9698611996497
경상북도,영천시,문외동,128.936063696587,35.9717829081695
경상북도,영천시,과전동,128.930229577065,35.9652702229865
경상북도,영천시,창구동,128.928003134134,35.9749007134206
경상북도,영천시,금노동,128.936437403638,35.9491417805699
경상북도,영천시,언하동,128.973048270225,35.9876590266333
경상북도,영천시,문내동,128.931902173329,35.9702280641624
경상북도,경산시,중산동,128.721047201153,35.832943106334
경상북도,문경시,모전동,128.187254637685,36.5909054539975
경상북도,문경시,점촌동,128.769155933583,35.7943682610591
경상북도,문경시,흥덕동,128.205841640548,36.604826228853
경상북도,문경시,영신동,128.214147598514,36.5814218034769
경상북도,김천시,성내동,128.121112277568,36.1217482230427
경상북도,김천시,신음동,128.112988311297,36.1363795543093
경상북도,김천시,삼락동,128.077405408935,36.1404970485163
경상북도,김천시,평화동,128.113394372442,36.1258033507157
경상북도,김천시,부곡동,128.300342104791,36.1475043261021
경상북도,김천시,교동,129.217351286348,35.8281892566046
경상북도,김천시,응명동,128.124630891959,36.1510029348046
경상북도,김천시,모암동,128.124668578299,36.1265559249421
경상북도,김천시,남산동,129.240632130245,35.790929850847
대구광역시,서구,비산동,128.548031933402,35.8872751502313
대구광역시,서구,내당동,128.560736898516,35.8606854560362
대구광역시,서구,평리동,128.5634751646,35.8756485454503
대구광역시,달서구,용산동,128.531153884197,35.8565964722084
대구광역시,달서구,이곡동,128.510691792546,35.8516504641555
대구광역시,달서구,파호동,128.473994865515,35.8413212157898
대구광역시,달서구,호산동,128.484182673527,35.8439966092079
대구광역시,달서구,상인동,128.545280592943,35.8140108485551
대구광역시,달서구,송현동,128.553382094845,35.8293738401133
대구광역시,달서구,월성동,128.522529469033,35.8195928330291
대구광역시,달서구,대천동,128.48725689576,35.8255929053699
대구광역시,수성구,지산동,128.636441754136,35.826133871387
대구광역시,수성구,수성동4가,128.615044185307,35.8622888877546
대구광역시,수성구,황금동,128.638149961102,35.84398924816
대구광역시,수성구,범물동,128.645964449875,35.8178791093646
대구광역시,수성구,신매동,128.710479796844,35.8386449773118
대구광역시,수성구,시지동,128.694630125483,35.8431337434616
대구광역시,동구,신암동,128.616332122198,35.8842737864276
대구광역시,동구,신천동,128.626843791513,35.8719700892442
대구광역시,동구,봉무동,128.644934245111,35.9254563786381
대구광역시,중구,남산동,128.590445451725,35.8593874161046
대구광역시,중구,동성로2가,128.595664870862,35.8699300621047
대구광역시,중구,덕산동,128.593692744678,35.8658794738768
대구광역시,중구,삼덕동1가,128.598450353214,35.8657369524839
대구광역시,북구,침산동,128.581164319124,35.8903579121137
대구광역시,북구,사수동,128.512312485407,35.8996543353405
대구광역시,북구,금호동,128.52696412093,35.9112198561585
대구광역시,북구,산격동,128.594671874264,35.8926339920658
대구광역시,북구,태전동,128.543249823001,35.9240998152356
대구광역시,남구,대명동,128.568889686389,35.8400474627363
부산광역시,강서구,명지동,128.926450851828,35.1082274493664
부산광역시,강서구,신호동,128.878751702628,35.0905268830916
부산광역시,사하구,하단동,128.952594462617,35.1148094646082
부산광역시,사하구,다대동,128.967656104235,35.060278219962
부산광역시,사하구,장림동,128.970527123964,35.0742973837696
부산광역시,사하구,신평동,128.96525131852,35.0916245823035
부산광역시,해운대구,반송동,129.154119351895,35.2189368500509
부산광역시,해운대구,우동,129.148399576019,35.1727271517264
부산광역시,해운대구,좌동,129.174726496616,35.1870826469031
부산광역시,수영구,광안동,129.109517930176,35.158289496222
부산광역시,수영구,남천동,129.110376365895,35.1427566802985
부산광역시,북구,덕천동,129.014529045675,35.2131838661402
부산광역시,연제구,연산동,129.085536368166,35.1825602536423
부산광역시,연제구,거제동,129.071677580761,35.1892144284113
부산광역시,남구,용호동,129.116007443618,35.1139656623746
부산광역시,남구,대연동,129.09146973801,35.1378939446187
광주광역시,동구,소태동,126.946183474116,35.113816550515
광주광역시,동구,계림동,126.919571301579,35.1585382581671
광주광역시,동구,금남로5가,126.912105162153,35.1529590620779
광주광역시,동구,용산동,126.924339422578,35.1154633985841
광주광역시,동구,산수동,126.746237351834,35.18250599307
광주광역시,북구,오치동,126.907911467894,35.189186917266
광주광역시,북구,두암동,126.928937923171,35.171036945517
광주광역시,북구,각화동,126.939782243414,35.1845235142544
광주광역시,북구,중흥동,126.913944167472,35.1616458842158
광주광역시,북구,연제동,126.864512614548,35.2015163181714
광주광역시,북구,용두동,126.872516464684,35.2235648449048
광주광역시,북구,문흥동,126.921629513828,35.1868242042588
광주광역시,북구,본촌동,126.882656006697,35.2213036966581
광주광역시,서구,화정동,126.87744072229,35.1423830362368
광주광역시,남구,방림동,126.918282790303,35.1343700954567
광주광역시,광산구,월계동,126.836013930805,35.2146335951935
광주광역시,광산구,쌍암동,126.848205901712,35.2189399211653
광주광역시,광산구,산월동,126.849784570475,35.2038604864719
인천광역시,부평구,청천동,126.709948306142,37.5174754318654
인천광역시,부평구,산곡동,126.703817982723,37.4978724390987
인천광역시,부평구,십정동,126.699910983781,37.4760762809563
인천광역시,부평구,부개동,126.736902911522,37.4848429355418
인천광역시,부평구,부평동,126.723090470976,37.4910355141783
인천광역시,부평구,갈산동,126.727295254355,37.5176032533047
인천광역시,부평구,삼산동,126.740015740398,37.5171021494127
인천광역시,남동구,간석동,126.705351572816,37.4586752910068
인천광역시,서구,청라동,126.630970210614,37.5360210477793
인천광역시,서구,불로동,126.688288338704,37.61215063367
인천광역시,서구,가좌동,126.673098188916,37.4939783807824
인천광역시,연수구,동춘동,126.670826553603,37.4096123478585
인천광역시,미추홀구,주안동,126.685315551042,37.4583425223071
인천광역시,미추홀구,도화동,126.66382722965,37.4704037020948
인천광역시,계양구,동양동,126.76107996894,37.5589709760259
인천광역시,계양구,장기동,126.73645899083,37.5763618168407
울산광역시,북구,화봉동,129.384251801541,35.5978979647631
울산광역시,북구,신천동,129.347968075651,35.6367970638729
울산광역시,북구,연암동,129.386804365711,35.5825116905797
울산광역시,북구,중산동,129.350843351972,35.6637974175003
울산광역시,북구,매곡동,129.367253622611,35.6440061479904
울산광역시,북구,천곡동,129.32694539328,35.6469004913624
울산광역시,울주군,삼남면,129.108532992087,35.5409868486272
울산광역시,중구,장현동,129.335375932331,35.5889728218739
